bus,demand,,,
1362,0.147391,,,
1363,0.074743,,,
1364,0.232390,,,
1365,0.195920,,,
1366,0.052664,,,
1367,0.142077,,,
1368,0.282254,,,
1369,0.230291,,,
1370,0.000000,,,
1371,0.000000,,,
1372,0.000000,,,
1373,0.032158,,,
1374,0.086493,,,
1375,0.000000,,,
1376,1.357975,,,
1377,0.184514,,,
1378,0.314436,,,
1379,0.521236,,,
1380,0.040661,,,
1381,0.213812,,,
1382,0.132624,,,
1383,0.061197,,,
1384,0.063255,,,
1385,0.167390,,,
1386,0.202644,,,
1387,0.097560,,,
1388,0.231614,,,
1389,0.124515,,,
1390,0.353096,,,
1391,0.011599,,,
1392,0.420503,,,
1393,0.298279,,,
1394,0.228782,,,
1395,0.403369,,,
1396,0.113654,,,
1397,0.533929,,,
1398,0.240922,,,
1399,0.000000,,,
1400,0.639645,,,
1401,0.741642,,,
1402,0.298818,,,
1403,0.168233,,,
1404,0.124620,,,
1405,0.088202,,,
1406,0.321801,,,
1407,0.000000,,,
1408,0.019696,,,
1409,0.287777,,,
1410,0.387600,,,
1411,0.048518,,,
1412,0.233583,,,
1413,0.042590,,,
1414,0.032337,,,
1415,0.000000,,,
1416,0.000000,,,
1417,0.000000,,,
1418,0.554217,,,
1419,1.139433,,,
1420,0.087225,,,
1421,0.365006,,,
1422,0.078056,,,
1423,0.442474,,,
1424,0.211982,,,
1425,0.022194,,,
1426,0.046767,,,
1427,0.171848,,,
1428,0.421957,,,
1429,0.140613,,,
1430,0.514288,,,
1431,0.236501,,,
1432,0.000000,,,
1433,0.369892,,,
1434,0.721384,,,
1435,0.250105,,,
1436,0.329018,,,
1437,0.000000,,,
1438,0.000000,,,
1439,0.569172,,,
1440,0.991673,,,
1441,0.476732,,,
1442,0.136197,,,
1443,0.103346,,,
1444,0.853410,,,
1445,0.315094,,,
1446,0.739397,,,
1447,0.580969,,,
1448,0.192854,,,
1449,0.868293,,,
1450,0.731167,,,
1451,0.762715,,,
1452,0.000000,,,
1453,0.000000,,,
1454,0.369395,,,
1455,0.539047,,,
1456,0.338199,,,
1457,0.175445,,,
1458,0.388002,,,
1459,0.659092,,,
1460,0.000000,,,
1461,0.471988,,,
1462,0.720712,,,
1463,0.644507,,,
1464,0.414846,,,
1465,0.415197,,,
1466,0.188532,,,
1467,0.079764,,,
1468,0.099024,,,
1469,0.296401,,,
1470,0.150936,,,
1471,0.673218,,,
1472,0.666834,,,
1473,0.295376,,,
1474,0.096145,,,
1475,0.376096,,,
1476,1.394646,,,
1477,1.245698,,,
1478,0.309327,,,
1479,0.421898,,,
1480,1.021159,,,
1481,0.605835,,,
1482,0.324916,,,
1483,1.528727,,,
1484,0.091198,,,
1485,0.148092,,,
1486,0.115369,,,
1487,0.294754,,,
1488,0.052259,,,
1489,0.081578,,,
1490,0.077581,,,
1491,0.038378,,,
1492,0.013195,,,
1493,0.031427,,,
1494,0.013636,,,
1495,0.000000,,,
1496,0.000000,,,
1497,0.000000,,,
1498,0.000000,,,
1499,0.000000,,,
1500,0.000000,,,
1501,0.845193,,,
1502,0.272316,,,
1503,0.388380,,,
1504,0.042532,,,
1505,0.092751,,,
1506,0.067002,,,
1507,0.092033,,,
1508,0.149596,,,
1509,0.101319,,,
1510,0.259932,,,
1511,0.340153,,,
1512,0.418390,,,
1513,0.194158,,,
1514,0.011328,,,
1515,0.091437,,,
1516,0.089040,,,
1517,0.089278,,,
1518,0.000000,,,
1519,0.404523,,,
1520,0.942655,,,
1521,0.000000,,,
1522,0.000000,,,
1523,0.180453,,,
1524,0.474411,,,
1525,0.303767,,,
1526,0.193321,,,
1527,0.168334,,,
1528,0.203149,,,
1529,0.161860,,,
1530,0.112018,,,
1531,0.289008,,,
1532,0.292809,,,
1533,0.022028,,,
1534,0.097088,,,
1535,0.066296,,,
1536,0.091993,,,
1537,0.000000,,,
1538,0.172054,,,
1539,0.042094,,,
1540,0.361912,,,
1541,0.127195,,,
1542,0.162150,,,
1543,0.063089,,,
1544,0.072732,,,
1545,0.032541,,,
1546,0.121550,,,
1547,0.000000,,,
1548,0.049360,,,
1549,0.000000,,,
1550,0.049327,,,
1551,0.059196,,,
1552,0.120114,,,
1553,0.081914,,,
1554,0.092984,,,
1555,0.085380,,,
1556,0.020661,,,
1557,0.044686,,,
1558,0.032386,,,
1559,0.000000,,,
1560,0.111764,,,
1561,0.114370,,,
1562,0.066252,,,
1563,0.074729,,,
1564,0.085874,,,
1565,0.062989,,,
1566,0.116831,,,
1567,0.000000,,,
1568,0.070586,,,
1569,0.109803,,,
1570,0.175832,,,
1571,0.187670,,,
1572,0.163127,,,
1573,0.086292,,,
1574,0.055809,,,
1575,0.029912,,,
1576,0.026535,,,
1577,0.066956,,,
1578,0.309170,,,
1579,0.019596,,,
1580,0.116901,,,
1581,0.100685,,,
1582,0.335804,,,
1583,0.036463,,,
1584,0.174589,,,
1585,0.209040,,,
1586,0.094251,,,
1587,0.560635,,,
1588,0.189356,,,
1589,0.058249,,,
1590,0.102771,,,
1591,0.283442,,,
1592,0.311563,,,
1593,0.351796,,,
1594,0.228923,,,
1595,0.334607,,,
1596,0.149259,,,
1597,0.031577,,,
1598,0.145190,,,
1599,0.122018,,,
1600,0.031467,,,
1601,0.062414,,,
1602,0.082998,,,
1603,0.035195,,,
1604,0.154195,,,
1605,0.142604,,,
1606,0.082567,,,
1607,0.132562,,,
1608,0.045982,,,
1609,0.021879,,,
1610,0.122565,,,
1611,0.079010,,,
1612,0.056543,,,
1613,0.053083,,,
1614,0.113645,,,
1615,0.000000,,,
1616,0.103353,,,
1617,0.049287,,,
1618,0.304011,,,
1619,0.242557,,,
1620,0.108034,,,
1621,0.041657,,,
1622,0.031938,,,
1623,0.045449,,,
1624,0.037779,,,
1625,0.000000,,,
1626,0.098088,,,
1627,0.104842,,,
1628,0.095148,,,
1629,0.115753,,,
1630,0.054414,,,
1631,0.000000,,,
1632,0.104886,,,
1633,0.069436,,,
1634,0.094245,,,
1635,0.109140,,,
1636,0.052375,,,
1637,0.152937,,,
1638,0.175818,,,
1639,0.067306,,,
1640,0.146238,,,
1641,0.138143,,,
1642,0.381709,,,
1643,0.665683,,,
1644,0.997842,,,
1645,0.094837,,,
1646,0.067605,,,
1647,0.074885,,,
1648,0.088690,,,
1649,0.096678,,,
1650,0.053027,,,
1651,0.044835,,,
1652,0.096751,,,
1653,0.079226,,,
1654,0.489138,,,
1655,0.074536,,,
1656,0.961652,,,
1657,0.199431,,,
1658,0.501938,,,
1659,0.154317,,,
1660,0.074183,,,
1661,0.439671,,,
1662,0.537968,,,
1663,0.171031,,,
1664,0.499934,,,
1665,0.036081,,,
1666,0.227270,,,
1667,0.558142,,,
1668,0.092844,,,
1669,0.315420,,,
1670,0.177817,,,
1671,0.121916,,,
1672,0.167592,,,
1673,0.000000,,,
1674,0.000000,,,
1675,0.000000,,,
1676,0.000000,,,
1677,0.000000,,,
1678,0.000000,,,
1679,0.000000,,,
1680,0.000000,,,
1681,0.000000,,,
1682,0.000000,,,
1683,0.000000,,,
1684,0.000000,,,
1685,0.000000,,,
1686,0.000000,,,
1687,0.000000,,,
1688,0.000000,,,
1689,0.140154,,,
1690,0.000000,,,
1691,0.000000,,,
1692,0.000000,,,
1693,0.000000,,,
1694,0.000000,,,
1695,0.000000,,,
1696,0.000000,,,
1697,0.000000,,,
1698,0.000000,,,
1699,0.000000,,,
1700,0.000000,,,
1701,0.000000,,,
1702,0.000000,,,
1703,0.000000,,,
1704,0.000000,,,
1705,0.055729,,,
1706,0.038381,,,
1707,0.000000,,,
1708,0.015390,,,
1709,0.000000,,,
1710,0.000000,,,
1711,0.000000,,,
1712,0.121160,,,
1713,0.000000,,,
1714,0.000000,,,
1715,0.105437,,,
1716,0.000000,,,
1717,0.095553,,,
1718,0.000000,,,
1719,0.000000,,,
1720,0.000000,,,
1721,0.182738,,,
1722,0.000000,,,
1723,0.000000,,,
1724,1.090358,,,
1725,0.000000,,,
1726,0.071258,,,
1727,0.000000,,,
1728,0.033985,,,
1729,0.359888,,,
1730,0.000000,,,
1731,0.078446,,,
1732,0.000000,,,
1733,0.000000,,,
1734,0.000000,,,
1735,0.233176,,,
1736,0.190622,,,
1737,0.214655,,,
1738,0.000000,,,
1739,0.000000,,,
1740,0.257993,,,
1741,0.367953,,,
1742,0.186164,,,
1743,0.100646,,,
1744,0.000000,,,
1745,0.285662,,,
1746,0.574546,,,
1747,0.437007,,,
1748,0.361631,,,
1749,0.808987,,,
1750,0.536730,,,
1751,0.000000,,,
1752,0.000000,,,
1753,0.406957,,,
1754,0.567072,,,
1755,0.688829,,,
1756,0.000000,,,
1757,0.284302,,,
1758,0.000000,,,
1759,0.000000,,,
1760,0.358264,,,
1761,0.000000,,,
1762,0.302889,,,
1763,1.023605,,,
1764,0.000000,,,
1765,0.146036,,,
1766,0.441415,,,
1767,0.153210,,,
1768,0.093842,,,
1769,0.124553,,,
1770,0.000000,,,
1771,0.000000,,,
1772,0.018430,,,
1773,0.000000,,,
1774,0.026420,,,
1775,0.000000,,,
1776,0.629509,,,
1777,0.226850,,,
1778,0.148078,,,
1779,0.319280,,,
1780,0.259439,,,
1781,0.133845,,,
1782,0.199174,,,
1783,0.054626,,,
1784,0.951259,,,
1785,0.546058,,,
1786,0.572651,,,
1787,0.047496,,,
1788,0.199106,,,
1789,0.000000,,,
1790,0.000000,,,
1791,0.000000,,,
1792,0.000000,,,
1793,0.139424,,,
1794,0.000000,,,
1795,0.096465,,,
1796,0.000000,,,
1797,0.000000,,,
1798,0.439858,,,
1799,0.026231,,,
1800,0.000000,,,
1801,0.100325,,,
1802,0.000000,,,
1803,0.000000,,,
1804,0.000000,,,
1805,0.000000,,,
1806,0.000000,,,
1807,0.000000,,,
1808,0.000000,,,
1809,0.000000,,,
1810,0.000000,,,
1811,0.000000,,,
1812,0.084839,,,
1813,0.000000,,,
END,,,,
